player_tournament_id,tournament_id,round_number,player_rating,title_encoded,seed_percentile,tournament_avg_rating,tournament_rating_std,n_rounds_total,field_size,rating_gap_to_field_avg,rounds_remaining,current_score,expected_score_so_far,score_delta,avg_opponent_rating_so_far,color_balance,opponent_rating,rating_diff,expected_score_this_game,playing_white,current_rank,gap_to_leader,opponent_current_score,player_result,final_performance_rating,action,action_aggressive,action_solid,action_passive
746,972588,4,1825.0,0,0.5893,1803.3960396039604,191.38469527148305,7,113,21.60396039603961,3,1.0,2.0485,-1.0485,1203.3333333333333,1,1624.0,201.0,0.7608,0,67,-2.0,1.0,win,1687.4,solid,0,1,0
746,972588,5,1825.0,0,0.5893,1803.3960396039604,191.38469527148305,7,113,21.60396039603961,2,2.0,2.8093,-0.8093,1308.5,0,1683.0,142.0,0.6937,1,46,-2.0,2.0,win,1687.4,solid,0,1,0
746,972588,6,1825.0,0,0.5893,1803.3960396039604,191.38469527148305,7,113,21.60396039603961,1,3.0,3.503,-0.503,1383.4,1,1928.0,-103.0,0.356,0,26,-1.5,3.0,win,1687.4,aggressive,1,0,0
746,972588,7,1825.0,0,0.5893,1803.3960396039604,191.38469527148305,7,113,21.60396039603961,0,4.0,3.859,0.141,1474.1666666666667,0,1861.0,-36.0,0.4484,1,13,-1.0,4.0,win,1687.4,aggressive,1,0,0
747,972588,1,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,6,0.0,0.0,0.0,,0,1730.0,320.0,0.8632,0,1,0.0,0.0,win,2020.3,solid,0,1,0
747,972588,2,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,5,1.0,0.8632,0.1368,1730.0,-1,1842.0,208.0,0.7681,1,1,0.0,1.0,win,2020.3,solid,0,1,0
747,972588,3,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,4,2.0,1.6312,0.3688,1786.0,0,1873.0,177.0,0.7348,0,1,0.0,2.0,draw,2020.3,passive,0,0,1
747,972588,4,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,3,2.5,2.366,0.134,1815.0,-1,1884.0,166.0,0.7222,1,7,-0.5,2.5,win,2020.3,solid,0,1,0
747,972588,5,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,2,3.5,3.0882,0.4118,1832.25,0,2165.0,-115.0,0.3403,0,2,-0.5,3.5,loss,2020.3,solid,0,1,0
747,972588,6,2050.0,0,0.9018,1803.3960396039604,191.38469527148305,7,113,246.6039603960396,1,3.5,3.4285,0.0715,1898.8,-1,1892.0,158.0,0.7129,1,10,-1.0,3.5,win,2020.3,solid,0,1,0
